Latitude (decimal degrees):	33.651
Longitude (decimal degrees):	-117.710
Elevation (m):	113
Radiation database:	PVGIS-NSRDB


Slope: 34 deg. (optimum)
Azimuth: 9 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	100.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150613:0900,0.0,0.0,0.0,0.0,0.0,14.19,0.74,0.0
20150613:1000,0.0,0.0,0.0,0.0,0.0,14.18,1.2,0.0
20150613:1100,0.0,0.0,0.0,0.0,0.0,14.17,1.65,0.0
20150613:1200,0.0,0.0,0.0,0.0,0.0,14.16,2.1,0.0
20150613:1300,453.0,0.0,14.69,0.29,2.89,14.69,1.85,0.0
20150613:1400,3004.0,0.0,50.11,0.99,14.44,15.22,1.61,0.0
20150613:1500,12136.0,130.26,59.11,6.56,26.5,15.76,1.37,0.0
20150613:1600,32190.0,323.5,79.96,9.94,38.86,16.18,1.55,0.0
20150613:1700,49708.0,512.06,95.16,12.91,51.34,16.61,1.73,0.0
20150613:1800,20478.0,11.2,245.25,4.8,63.62,17.04,1.92,0.0
20150613:1900,25606.0,16.32,300.46,5.91,74.75,17.24,2.25,0.0
20150613:2000,36522.0,43.91,403.88,8.3,79.36,17.44,2.58,0.0
20150613:2100,43377.0,95.71,435.33,9.73,71.58,17.64,2.91,0.0
20150613:2200,26300.0,21.77,302.82,6.03,59.87,17.32,2.53,0.0
20150613:2300,35812.0,114.83,322.98,8.02,47.48,16.99,2.15,0.0
20150614:0000,26340.0,93.16,232.84,6.11,35.08,16.67,1.77,0.0
20150614:0100,18079.0,183.21,66.76,5.57,22.79,16.27,1.57,0.0
20150614:0200,2458.0,20.64,36.33,2.22,10.87,15.87,1.37,0.0
20150614:0300,0.0,0.0,0.0,0.0,0.0,15.47,1.17,0.0
20150614:0400,0.0,0.0,0.0,0.0,0.0,15.42,0.89,0.0
20150614:0500,0.0,0.0,0.0,0.0,0.0,15.36,0.6,0.0
20150614:0600,0.0,0.0,0.0,0.0,0.0,15.31,0.32,0.0
20150614:0700,0.0,0.0,0.0,0.0,0.0,15.22,0.41,0.0
20150614:0800,0.0,0.0,0.0,0.0,0.0,15.13,0.5,0.0
20150614:0900,0.0,0.0,0.0,0.0,0.0,15.05,0.59,0.0
20150614:1000,0.0,0.0,0.0,0.0,0.0,15.09,0.67,0.0
20150614:1100,0.0,0.0,0.0,0.0,0.0,15.13,0.74,0.0
20150614:1200,0.0,0.0,0.0,0.0,0.0,15.17,0.81,0.0
20150614:1300,451.0,0.0,14.69,0.29,2.88,15.44,0.77,0.0
20150614:1400,3062.0,0.0,50.97,1.01,14.43,15.71,0.72,0.0
20150614:1500,5297.0,0.0,78.61,1.47,26.48,15.98,0.68,0.0
20150614:1600,12971.0,2.0,167.21,3.18,38.84,16.63,1.15,0.0
20150614:1700,33561.0,75.66,337.84,7.94,51.32,17.29,1.63,0.0
20150614:1800,62866.0,672.14,106.2,15.28,63.61,17.95,2.11,0.0
20150614:1900,71116.0,778.23,112.4,16.66,74.75,18.21,2.32,0.0
20150614:2000,74492.0,821.56,115.54,17.04,79.42,18.47,2.53,0.0
20150614:2100,72899.0,798.32,114.64,16.37,71.65,18.73,2.74,0.0
20150614:2200,66353.0,711.35,110.63,14.75,59.94,18.39,2.67,0.0
20150614:2300,54746.0,568.25,101.4,12.26,47.54,18.06,2.6,0.0
20150615:0000,38347.0,384.64,87.71,9.13,35.14,17.72,2.52,0.0
20150615:0100,18376.0,187.56,66.64,5.67,22.85,17.12,2.15,0.0
20150615:0200,2462.0,21.89,35.98,2.29,10.93,16.51,1.77,0.0
20150615:0300,0.0,0.0,0.0,0.0,0.0,15.9,1.39,0.0
20150615:0400,0.0,0.0,0.0,0.0,0.0,15.75,1.19,0.0
20150615:0500,0.0,0.0,0.0,0.0,0.0,15.61,0.98,0.0
20150615:0600,0.0,0.0,0.0,0.0,0.0,15.46,0.77,0.0
20150615:0700,0.0,0.0,0.0,0.0,0.0,15.49,0.72,0.0
20150615:0800,0.0,0.0,0.0,0.0,0.0,15.53,0.66,0.0
20150615:0900,0.0,0.0,0.0,0.0,0.0,15.57,0.61,0.0
20150615:1000,0.0,0.0,0.0,0.0,0.0,15.78,0.61,0.0
20150615:1100,0.0,0.0,0.0,0.0,0.0,16.0,0.62,0.0
20150615:1200,0.0,0.0,0.0,0.0,0.0,16.21,0.62,0.0
20150615:1300,498.0,0.0,15.55,0.31,2.87,16.62,0.72,0.0
20150615:1400,3042.0,0.0,50.97,1.01,14.41,17.03,0.81,0.0
20150615:1500,6627.0,0.0,95.07,1.78,26.46,17.44,0.91,0.0
20150615:1600,21904.0,31.25,245.18,5.41,38.82,18.03,1.26,0.0
20150615:1700,50824.0,533.8,95.44,13.42,51.29,18.62,1.62,0.0
20150615:1800,64032.0,694.84,106.81,15.76,63.59,19.22,1.97,0.0
20150615:1900,72572.0,804.9,114.09,17.21,74.75,19.41,2.24,0.0
20150615:2000,76249.0,851.88,117.33,17.63,79.48,19.6,2.51,0.0
20150615:2100,74955.0,831.03,116.49,17.0,71.71,19.79,2.79,0.0
20150615:2200,68223.0,741.23,112.51,15.33,60.0,19.34,2.56,0.0
20150615:2300,56440.0,593.84,103.25,12.77,47.6,18.89,2.33,0.0
20150616:0000,39735.0,404.5,88.48,9.54,35.2,18.44,2.1,0.0
20150616:0100,19193.0,198.55,68.06,5.96,22.91,18.28,1.68,0.0
20150616:0200,2561.0,23.7,36.87,2.42,10.99,18.11,1.27,0.0
20150616:0300,0.0,0.0,0.0,0.0,0.0,17.94,0.86,0.0
20150616:0400,0.0,0.0,0.0,0.0,0.0,17.87,0.71,0.0
20150616:0500,0.0,0.0,0.0,0.0,0.0,17.79,0.56,0.0
20150616:0600,0.0,0.0,0.0,0.0,0.0,17.72,0.41,0.0
20150616:0700,0.0,0.0,0.0,0.0,0.0,17.78,0.3,0.0
20150616:0800,0.0,0.0,0.0,0.0,0.0,17.84,0.18,0.0
20150616:0900,0.0,0.0,0.0,0.0,0.0,17.9,0.07,0.0
20150616:1000,0.0,0.0,0.0,0.0,0.0,17.86,0.15,0.0
20150616:1100,0.0,0.0,0.0,0.0,0.0,17.83,0.23,0.0
20150616:1200,0.0,0.0,0.0,0.0,0.0,17.79,0.32,0.0
20150616:1300,493.0,0.0,15.55,0.31,2.86,18.3,0.35,0.0
20150616:1400,3079.0,0.0,51.84,1.02,14.39,18.81,0.38,0.0
20150616:1500,12446.0,140.71,58.41,7.07,26.43,19.33,0.41,0.0
20150616:1600,33322.0,347.17,80.18,10.62,38.79,19.73,0.98,0.0
20150616:1700,51399.0,546.67,95.95,13.72,51.27,20.14,1.54,0.0
20150616:1800,64784.0,708.97,107.49,16.06,63.57,20.55,2.11,0.0
20150616:1900,73189.0,818.92,113.93,17.48,74.75,20.51,2.3,0.0
20150616:2000,76619.0,862.65,117.23,17.84,79.52,20.47,2.5,0.0
20150616:2100,75171.0,839.16,116.43,17.16,71.77,20.43,2.69,0.0
20150616:2200,62193.0,511.26,268.7,13.91,60.06,20.01,2.43,0.0
20150616:2300,56606.0,600.06,103.19,12.89,47.66,19.59,2.17,0.0
20150617:0000,39872.0,407.87,89.38,9.63,35.26,19.17,1.9,0.0
20150617:0100,19352.0,201.51,67.98,6.03,22.97,18.96,1.63,0.0
20150617:0200,2569.0,24.76,36.64,2.48,11.05,18.75,1.36,0.0
20150617:0300,0.0,0.0,0.0,0.0,0.0,18.53,1.09,0.0
20150617:0400,0.0,0.0,0.0,0.0,0.0,18.4,0.81,0.0
20150617:0500,0.0,0.0,0.0,0.0,0.0,18.26,0.54,0.0
20150617:0600,0.0,0.0,0.0,0.0,0.0,18.13,0.26,0.0
20150617:0700,0.0,0.0,0.0,0.0,0.0,18.11,0.31,0.0
20150617:0800,0.0,0.0,0.0,0.0,0.0,18.09,0.35,0.0
20150617:0900,0.0,0.0,0.0,0.0,0.0,18.07,0.4,0.0
20150617:1000,0.0,0.0,0.0,0.0,0.0,18.01,0.46,0.0
20150617:1100,0.0,0.0,0.0,0.0,0.0,17.94,0.51,0.0
20150617:1200,0.0,0.0,0.0,0.0,0.0,17.88,0.57,0.0
20150617:1300,493.0,0.0,15.55,0.31,2.84,18.25,0.46,0.0
20150617:1400,3082.0,0.0,51.84,1.02,14.36,18.62,0.35,0.0
20150617:1500,12211.0,137.65,58.02,6.95,26.41,19.0,0.25,0.0
20150617:1600,32929.0,342.7,79.5,10.5,38.76,19.33,0.82,0.0
20150617:1700,50911.0,540.71,95.14,13.59,51.24,19.67,1.39,0.0
20150617:1800,64421.0,704.24,106.58,15.96,63.54,20.01,1.96,0.0
20150617:1900,72831.0,814.0,113.93,17.4,74.74,20.06,2.14,0.0
20150617:2000,76392.0,860.42,117.21,17.8,79.56,20.11,2.32,0.0
20150617:2100,74974.0,837.89,116.4,17.14,71.83,20.16,2.5,0.0
20150617:2200,68258.0,747.25,111.45,15.43,60.12,19.82,2.38,0.0
20150617:2300,56479.0,597.09,103.19,12.84,47.72,19.49,2.27,0.0
20150618:0000,39816.0,406.95,88.45,9.59,35.31,19.15,2.15,0.0
20150618:0100,19204.0,200.12,67.18,5.97,23.03,18.91,1.71,0.0
20150618:0200,2593.0,24.78,36.86,2.46,11.11,18.67,1.26,0.0
20150618:0300,0.0,0.0,0.0,0.0,0.0,18.43,0.81,0.0
20150618:0400,0.0,0.0,0.0,0.0,0.0,18.25,0.7,0.0
20150618:0500,0.0,0.0,0.0,0.0,0.0,18.07,0.58,0.0
20150618:0600,0.0,0.0,0.0,0.0,0.0,17.89,0.47,0.0
20150618:0700,0.0,0.0,0.0,0.0,0.0,17.9,0.5,0.0
20150618:0800,0.0,0.0,0.0,0.0,0.0,17.92,0.53,0.0
20150618:0900,0.0,0.0,0.0,0.0,0.0,17.94,0.57,0.0
20150618:1000,0.0,0.0,0.0,0.0,0.0,17.91,0.63,0.0
20150618:1100,0.0,0.0,0.0,0.0,0.0,17.89,0.7,0.0
20150618:1200,0.0,0.0,0.0,0.0,0.0,17.86,0.77,0.0
20150618:1300,493.0,0.0,15.55,0.31,2.81,18.32,0.55,0.0
20150618:1400,3079.0,0.0,51.84,1.02,14.34,18.78,0.32,0.0
20150618:1500,12216.0,138.87,57.65,7.02,26.38,19.25,0.1,0.0
20150618:1600,33077.0,345.57,79.26,10.58,38.73,19.58,0.8,0.0
20150618:1700,51286.0,545.8,94.96,13.71,51.2,19.91,1.5,0.0
20150618:1800,64957.0,709.88,106.46,16.08,63.51,20.25,2.21,0.0
20150618:1900,73473.0,820.89,113.83,17.53,74.72,20.24,2.36,0.0
20150618:2000,76985.0,866.64,117.14,17.92,79.6,20.24,2.51,0.0
20150618:2100,75427.0,842.36,116.36,17.22,71.88,20.24,2.66,0.0
20150618:2200,68560.0,751.77,111.41,15.52,60.17,19.84,2.37,0.0
20150618:2300,56636.0,600.64,103.16,12.91,47.78,19.44,2.08,0.0
20150619:0000,39927.0,409.55,88.43,9.65,35.36,19.04,1.79,0.0
20150619:0100,19429.0,202.43,68.01,6.04,23.08,19.08,1.53,0.0
20150619:0200,2606.0,25.61,36.74,2.49,11.16,19.12,1.27,0.0
20150619:0300,0.0,0.0,0.0,0.0,0.0,19.15,1.01,0.0
20150619:0400,0.0,0.0,0.0,0.0,0.0,18.94,0.79,0.0
20150619:0500,0.0,0.0,0.0,0.0,0.0,18.74,0.57,0.0
20150619:0600,0.0,0.0,0.0,0.0,0.0,18.53,0.36,0.0
20150619:0700,0.0,0.0,0.0,0.0,0.0,18.48,0.52,0.0
20150619:0800,0.0,0.0,0.0,0.0,0.0,18.43,0.68,0.0
20150619:0900,0.0,0.0,0.0,0.0,0.0,18.39,0.84,0.0
20150619:1000,0.0,0.0,0.0,0.0,0.0,18.42,0.94,0.0
20150619:1100,0.0,0.0,0.0,0.0,0.0,18.44,1.03,0.0
20150619:1200,0.0,0.0,0.0,0.0,0.0,18.47,1.13,0.0
20150619:1300,490.0,0.0,15.55,0.31,2.78,19.11,0.88,0.0
20150619:1400,3065.0,0.0,51.84,1.02,14.3,19.75,0.63,0.0
20150619:1500,13757.0,36.29,154.38,4.52,26.34,20.39,0.37,0.0
20150619:1600,33011.0,347.15,79.1,10.64,38.69,20.87,0.94,0.0
20150619:1700,50951.0,546.22,94.89,13.72,51.17,21.36,1.51,0.0
20150619:1800,64368.0,710.41,106.41,16.1,63.48,21.85,2.08,0.0
20150619:1900,72807.0,821.51,112.84,17.53,74.7,21.79,2.29,0.0
20150619:2000,76372.0,867.34,116.14,17.92,79.62,21.73,2.49,0.0
20150619:2100,74972.0,843.11,116.34,17.24,71.93,21.67,2.69,0.0
20150619:2200,68178.0,753.51,111.39,15.55,60.23,21.24,2.34,0.0
20150619:2300,56462.0,604.25,103.13,12.97,47.83,20.8,1.99,0.0
20150620:0000,39892.0,413.08,88.41,9.71,35.41,20.37,1.64,0.0
20150620:0100,19480.0,204.78,67.97,6.09,23.13,20.35,1.39,0.0
20150620:0200,2610.0,26.46,36.62,2.53,11.2,20.33,1.14,0.0
20150620:0300,0.0,0.0,0.0,0.0,0.0,20.3,0.9,0.0
20150620:0400,0.0,0.0,0.0,0.0,0.0,20.11,0.94,0.0
20150620:0500,0.0,0.0,0.0,0.0,0.0,19.92,0.98,0.0
20150620:0600,0.0,0.0,0.0,0.0,0.0,19.73,1.02,0.0
20150620:0700,0.0,0.0,0.0,0.0,0.0,19.5,1.19,0.0
20150620:0800,0.0,0.0,0.0,0.0,0.0,19.27,1.35,0.0
20150620:0900,0.0,0.0,0.0,0.0,0.0,19.05,1.52,0.0
20150620:1000,0.0,0.0,0.0,0.0,0.0,18.92,1.74,0.0
20150620:1100,0.0,0.0,0.0,0.0,0.0,18.78,1.96,0.0
20150620:1200,0.0,0.0,0.0,0.0,0.0,18.65,2.18,0.0
20150620:1300,491.0,0.0,15.55,0.31,2.75,18.84,1.59,0.0
20150620:1400,3078.0,0.0,51.84,1.02,14.27,19.03,1.0,0.0
20150620:1500,12124.0,137.96,57.46,7.02,26.3,19.23,0.41,0.0
20150620:1600,33037.0,346.11,78.26,10.6,38.65,19.7,0.91,0.0
20150620:1700,51157.0,545.9,94.85,13.72,51.13,20.18,1.42,0.0
20150620:1800,64691.0,712.72,105.42,16.13,63.44,20.66,1.92,0.0
20150620:1900,73271.0,824.91,112.79,17.6,74.67,20.8,2.18,0.0
20150620:2000,77034.0,873.68,116.08,18.04,79.64,20.95,2.44,0.0
20150620:2100,75702.0,850.54,116.29,17.38,71.98,21.1,2.7,0.0
20150620:2200,68974.0,760.04,111.36,15.67,60.27,20.73,2.52,0.0
20150620:2300,57223.0,609.77,103.11,13.08,47.88,20.35,2.34,0.0
20150621:0000,40561.0,418.4,88.37,9.82,35.46,19.98,2.15,0.0
20150621:0100,19778.0,207.9,67.91,6.16,23.17,20.04,1.7,0.0
20150621:0200,2691.0,27.05,37.33,2.56,11.25,20.09,1.24,0.0
20150621:0300,0.0,0.0,0.0,0.0,0.0,20.14,0.79,0.0
20150621:0400,0.0,0.0,0.0,0.0,0.0,19.88,0.83,0.0
20150621:0500,0.0,0.0,0.0,0.0,0.0,19.62,0.88,0.0
20150621:0600,0.0,0.0,0.0,0.0,0.0,19.36,0.92,0.0
20150621:0700,0.0,0.0,0.0,0.0,0.0,19.21,1.11,0.0
20150621:0800,0.0,0.0,0.0,0.0,0.0,19.07,1.3,0.0
20150621:0900,0.0,0.0,0.0,0.0,0.0,18.93,1.49,0.0
20150621:1000,0.0,0.0,0.0,0.0,0.0,18.76,1.48,0.0
20150621:1100,0.0,0.0,0.0,0.0,0.0,18.59,1.47,0.0
20150621:1200,0.0,0.0,0.0,0.0,0.0,18.42,1.46,0.0
20150621:1300,442.0,0.0,14.69,0.29,2.72,18.48,1.2,0.0
20150621:1400,3018.0,0.0,50.97,1.01,14.23,18.54,0.94,0.0
20150621:1500,11895.0,134.18,57.22,6.86,26.26,18.6,0.68,0.0
20150621:1600,32426.0,337.2,77.82,10.36,38.61,19.14,1.03,0.0
20150621:1700,50132.0,532.31,93.37,13.4,51.09,19.68,1.37,0.0
20150621:1800,63196.0,692.79,104.73,15.72,63.4,20.22,1.72,0.0
20150621:1900,71481.0,801.26,111.05,17.12,74.64,20.56,2.04,0.0
20150621:2000,74949.0,845.62,114.27,17.5,79.65,20.9,2.35,0.0
20150621:2100,73482.0,821.18,114.43,16.81,72.02,21.24,2.66,0.0
20150621:2200,66870.0,733.58,109.47,15.16,60.32,20.94,2.47,0.0
20150621:2300,55337.0,587.63,101.25,12.63,47.92,20.64,2.29,0.0
20150622:0000,39064.0,402.02,86.66,9.46,35.5,20.34,2.1,0.0
20150622:0100,19024.0,199.3,66.49,5.92,23.21,20.17,1.73,0.0
20150622:0200,2663.0,25.98,37.25,2.46,11.29,19.99,1.36,0.0
20150622:0300,0.0,0.0,0.0,0.0,0.0,19.81,0.99,0.0
20150622:0400,0.0,0.0,0.0,0.0,0.0,19.81,0.77,0.0
20150622:0500,0.0,0.0,0.0,0.0,0.0,19.81,0.55,0.0
20150622:0600,0.0,0.0,0.0,0.0,0.0,19.81,0.33,0.0
20150622:0700,0.0,0.0,0.0,0.0,0.0,19.79,0.47,0.0
20150622:0800,0.0,0.0,0.0,0.0,0.0,19.78,0.61,0.0
20150622:0900,0.0,0.0,0.0,0.0,0.0,19.77,0.74,0.0
20150622:1000,0.0,0.0,0.0,0.0,0.0,19.79,1.03,0.0
20150622:1100,0.0,0.0,0.0,0.0,0.0,19.81,1.31,0.0
20150622:1200,0.0,0.0,0.0,0.0,0.0,19.83,1.59,0.0
20150622:1300,438.0,0.0,14.69,0.29,2.67,19.93,1.26,0.0
20150622:1400,2995.0,0.0,50.97,1.01,14.19,20.03,0.93,0.0
20150622:1500,11877.0,136.3,56.72,6.96,26.22,20.14,0.61,0.0
20150622:1600,32670.0,342.85,78.29,10.53,38.57,20.59,1.06,0.0
20150622:1700,50722.0,543.07,93.96,13.66,51.04,21.05,1.52,0.0
20150622:1800,64203.0,708.93,105.42,16.06,63.36,21.51,1.97,0.0
20150622:1900,72740.0,821.03,111.83,17.51,74.61,21.69,2.28,0.0
20150622:2000,76286.0,866.06,115.13,17.89,79.66,21.87,2.59,0.0
20150622:2100,74838.0,841.96,114.35,17.19,72.06,22.05,2.9,0.0
20150622:2200,68117.0,751.56,110.41,15.5,60.36,21.54,2.61,0.0
20150622:2300,56419.0,603.43,101.21,12.92,47.97,21.04,2.32,0.0
20150623:0000,34411.0,266.4,164.31,8.19,35.54,20.53,2.03,0.0
20150623:0100,14868.0,53.75,146.32,3.99,23.25,20.3,1.77,0.0
20150623:0200,2684.0,27.72,36.81,2.54,11.33,20.07,1.51,0.0
20150623:0300,0.0,0.0,0.0,0.0,0.0,19.84,1.26,0.0
20150623:0400,0.0,0.0,0.0,0.0,0.0,19.72,1.29,0.0
20150623:0500,0.0,0.0,0.0,0.0,0.0,19.59,1.32,0.0
20150623:0600,0.0,0.0,0.0,0.0,0.0,19.47,1.35,0.0
20150623:0700,0.0,0.0,0.0,0.0,0.0,19.4,1.4,0.0
20150623:0800,0.0,0.0,0.0,0.0,0.0,19.33,1.44,0.0
20150623:0900,0.0,0.0,0.0,0.0,0.0,19.27,1.49,0.0
20150623:1000,0.0,0.0,0.0,0.0,0.0,19.17,1.49,0.0
20150623:1100,0.0,0.0,0.0,0.0,0.0,19.08,1.48,0.0
20150623:1200,0.0,0.0,0.0,0.0,0.0,18.98,1.48,0.0
20150623:1300,390.0,0.0,13.82,0.27,2.63,19.17,1.19,0.0
20150623:1400,2938.0,0.0,50.11,0.99,14.14,19.37,0.9,0.0
20150623:1500,11638.0,132.59,56.47,6.81,26.17,19.57,0.61,0.0
20150623:1600,32198.0,336.01,77.76,10.34,38.52,19.84,1.02,0.0
20150623:1700,50247.0,535.07,93.24,13.47,51.0,20.11,1.43,0.0
20150623:1800,63763.0,700.26,104.6,15.88,63.31,20.39,1.83,0.0
20150623:1900,72630.0,814.67,110.93,17.38,74.57,20.52,2.24,0.0
20150623:2000,76572.0,862.35,115.16,17.82,79.66,20.65,2.65,0.0
20150623:2100,75542.0,842.97,114.35,17.21,72.09,20.79,3.06,0.0
20150623:2200,68683.0,752.61,110.42,15.52,60.4,20.54,2.78,0.0
20150623:2300,56823.0,604.51,101.22,12.94,48.01,20.29,2.5,0.0
20150624:0000,40165.0,413.78,87.57,9.7,35.58,20.04,2.22,0.0
20150624:0100,19679.0,206.48,67.26,6.09,23.29,19.98,1.87,0.0
20150624:0200,2709.0,28.06,36.91,2.54,11.36,19.92,1.52,0.0
20150624:0300,0.0,0.0,0.0,0.0,0.0,19.86,1.17,0.0
20150624:0400,0.0,0.0,0.0,0.0,0.0,19.69,0.96,0.0
20150624:0500,0.0,0.0,0.0,0.0,0.0,19.53,0.75,0.0
20150624:0600,0.0,0.0,0.0,0.0,0.0,19.36,0.54,0.0
20150624:0700,0.0,0.0,0.0,0.0,0.0,19.23,0.77,0.0
20150624:0800,0.0,0.0,0.0,0.0,0.0,19.1,1.01,0.0
20150624:0900,0.0,0.0,0.0,0.0,0.0,18.97,1.24,0.0
20150624:1000,0.0,0.0,0.0,0.0,0.0,18.84,1.39,0.0
20150624:1100,0.0,0.0,0.0,0.0,0.0,18.72,1.54,0.0
20150624:1200,0.0,0.0,0.0,0.0,0.0,18.59,1.7,0.0
20150624:1300,391.0,0.0,13.82,0.27,2.58,18.85,1.37,0.0
20150624:1400,2943.0,0.0,50.11,0.99,14.09,19.11,1.04,0.0
20150624:1500,11549.0,132.25,55.69,6.79,26.12,19.37,0.72,0.0
20150624:1600,32099.0,334.48,76.97,10.29,38.47,19.7,1.27,0.0
20150624:1700,50139.0,531.05,92.43,13.37,50.95,20.04,1.83,0.0
20150624:1800,63752.0,694.22,103.74,15.74,63.26,20.38,2.39,0.0
20150624:1900,72338.0,804.76,110.05,17.17,74.52,20.37,2.62,0.0
20150624:2000,76019.0,851.25,113.27,17.58,79.65,20.37,2.86,0.0
20150624:2100,74691.0,828.91,113.43,16.93,72.12,20.37,3.09,0.0
20150624:2200,68048.0,742.39,108.5,15.3,60.44,19.93,2.8,0.0
20150624:2300,56384.0,596.39,100.3,12.77,48.04,19.49,2.52,0.0
20150625:0000,39981.0,409.72,86.7,9.59,35.61,19.05,2.23,0.0
20150625:0100,19623.0,205.33,66.49,6.04,23.32,19.15,1.87,0.0
20150625:0200,2743.0,28.12,37.11,2.53,11.39,19.24,1.51,0.0
20150625:0300,0.0,0.0,0.0,0.0,0.0,19.33,1.14,0.0
20150625:0400,0.0,0.0,0.0,0.0,0.0,19.04,1.16,0.0
20150625:0500,0.0,0.0,0.0,0.0,0.0,18.74,1.18,0.0
20150625:0600,0.0,0.0,0.0,0.0,0.0,18.45,1.2,0.0
20150625:0700,0.0,0.0,0.0,0.0,0.0,18.35,1.1,0.0
20150625:0800,0.0,0.0,0.0,0.0,0.0,18.25,1.01,0.0
20150625:0900,0.0,0.0,0.0,0.0,0.0,18.16,0.91,0.0
20150625:1000,0.0,0.0,0.0,0.0,0.0,18.04,0.88,0.0
20150625:1100,0.0,0.0,0.0,0.0,0.0,17.93,0.86,0.0
20150625:1200,0.0,0.0,0.0,0.0,0.0,17.81,0.83,0.0
20150625:1300,393.0,0.0,13.82,0.27,2.53,18.23,0.82,0.0
20150625:1400,2949.0,0.0,50.11,0.99,14.04,18.65,0.81,0.0
20150625:1500,13388.0,24.06,158.11,4.06,26.07,19.07,0.8,0.0
20150625:1600,32127.0,334.97,76.9,10.31,38.42,19.51,1.17,0.0
20150625:1700,49987.0,530.99,92.41,13.37,50.89,19.96,1.54,0.0
20150625:1800,63223.0,693.39,102.82,15.71,63.21,20.41,1.92,0.0
20150625:1900,71604.0,801.23,110.08,17.1,74.47,20.57,2.21,0.0
20150625:2000,75202.0,846.73,113.3,17.5,79.63,20.73,2.51,0.0
20150625:2100,73905.0,825.32,112.47,16.85,72.14,20.89,2.8,0.0
20150625:2200,67366.0,736.95,108.53,15.19,60.47,20.34,2.61,0.0
20150625:2300,55924.0,592.03,100.35,12.68,48.08,19.78,2.42,0.0
20150626:0000,39636.0,406.58,85.83,9.51,35.64,19.23,2.23,0.0
20150626:0100,19427.0,202.73,66.63,5.97,23.35,19.42,1.85,0.0
20150626:0200,2704.0,28.18,36.57,2.49,11.41,19.61,1.47,0.0
20150626:0300,0.0,0.0,0.0,0.0,0.0,19.79,1.09,0.0
20150626:0400,0.0,0.0,0.0,0.0,0.0,19.49,0.97,0.0
20150626:0500,0.0,0.0,0.0,0.0,0.0,19.18,0.84,0.0
20150626:0600,0.0,0.0,0.0,0.0,0.0,18.88,0.72,0.0
20150626:0700,0.0,0.0,0.0,0.0,0.0,18.67,0.69,0.0
20150626:0800,0.0,0.0,0.0,0.0,0.0,18.46,0.65,0.0
20150626:0900,0.0,0.0,0.0,0.0,0.0,18.26,0.62,0.0
20150626:1000,0.0,0.0,0.0,0.0,0.0,18.32,0.72,0.0
20150626:1100,0.0,0.0,0.0,0.0,0.0,18.39,0.81,0.0
20150626:1200,0.0,0.0,0.0,0.0,0.0,18.45,0.91,0.0
20150626:1300,343.0,0.0,12.96,0.26,2.47,18.87,0.8,0.0
20150626:1400,2805.0,0.0,48.38,0.96,13.98,19.29,0.7,0.0
20150626:1500,13202.0,22.77,157.53,3.99,26.01,19.71,0.59,0.0
20150626:1600,31271.0,326.3,75.65,10.05,38.36,19.98,1.17,0.0
20150626:1700,48912.0,517.66,90.94,13.04,50.84,20.25,1.74,0.0
20150626:1800,62244.0,676.32,102.11,15.35,63.15,20.53,2.32,0.0
20150626:1900,70477.0,783.31,108.3,16.73,74.42,20.46,2.4,0.0
20150626:2000,73848.0,827.36,111.45,17.1,79.61,20.4,2.47,0.0
20150626:2100,72375.0,805.7,110.57,16.46,72.16,20.34,2.55,0.0
20150626:2200,66024.0,719.27,106.62,14.83,60.5,20.03,2.55,0.0
20150626:2300,54790.0,577.54,98.47,12.38,48.11,19.71,2.55,0.0
20150627:0000,38836.0,396.49,85.0,9.29,35.67,19.4,2.55,0.0
20150627:0100,18977.0,197.93,65.08,5.82,23.37,19.49,2.3,0.0
20150627:0200,2726.0,27.34,37.06,2.42,11.43,19.57,2.06,0.0
20150627:0300,0.0,0.0,0.0,0.0,0.0,19.65,1.81,0.0
20150627:0400,0.0,0.0,0.0,0.0,0.0,19.47,1.35,0.0
20150627:0500,0.0,0.0,0.0,0.0,0.0,19.28,0.89,0.0
20150627:0600,0.0,0.0,0.0,0.0,0.0,19.1,0.43,0.0
20150627:0700,0.0,0.0,0.0,0.0,0.0,19.13,0.42,0.0
20150627:0800,0.0,0.0,0.0,0.0,0.0,19.17,0.42,0.0
20150627:0900,0.0,0.0,0.0,0.0,0.0,19.21,0.41,0.0
20150627:1000,0.0,0.0,0.0,0.0,0.0,19.23,0.51,0.0
20150627:1100,0.0,0.0,0.0,0.0,0.0,19.25,0.6,0.0
20150627:1200,0.0,0.0,0.0,0.0,0.0,19.27,0.69,0.0
20150627:1300,342.0,0.0,12.96,0.26,2.42,19.43,0.92,0.0
20150627:1400,2802.0,0.0,48.38,0.96,13.92,19.59,1.15,0.0
20150627:1500,11062.0,126.4,54.83,6.56,25.96,19.76,1.38,0.0
20150627:1600,31184.0,323.58,75.74,9.99,38.3,20.16,1.83,0.0
20150627:1700,22349.0,15.66,266.99,5.33,50.78,20.56,2.27,0.0
20150627:1800,14290.0,6.86,180.2,3.5,63.09,20.97,2.72,0.0
20150627:1900,13087.0,6.33,166.5,3.23,74.36,21.02,2.85,0.0
20150627:2000,57660.0,273.08,450.58,13.11,79.58,21.07,2.97,0.0
20150627:2100,55375.0,255.42,437.04,12.46,72.17,21.12,3.1,0.0
